file_id,speaker_id,emotion_label,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp
1001_DFA_ANG_XX,1001,anger,47.008148193359375,0.2626132369041443,30.519397735595703,50.4772834777832,57.907676696777344,27.38827896118164,232.88693237304688,0.0,96.67185974121094,82.03166961669922,0.5488791465759277,1.6472976207733154,0.0010339657310396433,0.0010339657310396433,1.1219230890274048,1.1208890676498413,23.23343849182129,19.021333694458008,17.546546936035156,4.14277458190918,0.2451825886964798,1.8091846704483032,-2.1646103858947754,-3.3583946228027344,-3.597975492477417,-2.6813595294952393,1.2378219366073608,7.155456066131592,-2.5646846294403076,-3.1267008781433105,0.03261536732316017,0.3186843693256378,2.7745630741119385,0.307920902967453,-1.5011564493179321,-1.3306573629379272,-1.3200407028198242,-7.781156539916992,5.336035251617432,2.612578868865967,997.8180541992188,0.15382903814315796,897.0274658203125,0.31183475255966187,-187.83815002441406,-0.23799699544906616,2015.2923583984375,0.07346637547016144,917.0398559570312,0.1835998296737671,-178.1482696533203,-0.32727038860321045,2964.907470703125,0.05715639516711235,972.9100341796875,0.17600636184215546,-178.1697540283203,-0.3265828490257263,7.351799488067627,1.3225153684616089,2.1125400066375732,4.471080303192139,0.08714082092046738,0.1716681718826294,-0.004887741059064865,-4.236016750335693,0.8822116851806641,0.48696404695510864,-7.463363170623779,-1.8546792268753052,-14.78765869140625,-0.9376896619796753,-2.9065849781036377,-4.461257457733154,-16.177988052368164,-0.7646164894104004,6.102841854095459,1.7387794256210327,0.10365159809589386,0.05416901782155037,0.5600964426994324,1.3377926349639893,2.04081654548645,0.044999998062849045,0.021408721804618835,0.42166668176651,0.711651086807251,-24.001815795898438
1001_DFA_HAP_XX,1001,happy,43.197059631347656,0.26729530096054077,30.551279067993164,53.66099548339844,53.76070785522461,23.209428787231445,-0.019168853759765625,0.0,387.903564453125,0.0,0.4704950451850891,1.8623255491256714,0.0010339657310396433,0.0010339657310396433,0.9619515538215637,0.960917592048645,32.71787643432617,15.637409210205078,14.804910659790039,6.849557876586914,0.2180481255054474,2.063340902328491,-1.690415859222412,-3.130162000656128,-2.9502947330474854,-2.68377947807312,1.2028337717056274,5.6149444580078125,-1.62507164478302,-4.185974597930908,0.05073251202702522,0.25050032138824463,2.311053991317749,0.37392565608024597,-2.5104174613952637,-0.5757248997688293,-13.87643051147461,-1.0480806827545166,-13.126644134521484,-0.3873785734176636,1088.8226318359375,0.1232403963804245,925.5279541015625,0.34942910075187683,-194.18922424316406,-0.17334294319152832,1949.6168212890625,0.0869535431265831,1501.158203125,0.3412492275238037,-193.13864135742188,-0.18888790905475616,2716.736328125,0.08113840967416763,1002.3025512695312,0.07743892818689346,-193.32894897460938,-0.18333840370178223,8.613524436950684,0.47345617413520813,1.2608762979507446,1.9684218168258667,0.08427365869283676,0.16339151561260223,-0.005760306492447853,-1.8444039821624756,1.5060932636260986,0.23217754065990448,-9.34266471862793,-0.40948358178138733,-24.068599700927734,-0.2495066225528717,-1.8855576515197754,-10.133013725280762,-9.684983253479004,-0.4138292670249939,5.611227035522461,1.0001444816589355,0.10471124947071075,0.054998449981212616,0.6186349987983704,1.3377926349639893,0.6802721619606018,0.044999998062849045,0.004999999888241291,0.9333333373069763,0.9458798766136169,-24.42532730102539
1001_DFA_NEU_XX,1001,neutral,41.76240158081055,0.20096957683563232,31.101991653442383,43.97227096557617,49.88875198364258,18.786760330200195,691.7338256835938,0.0,-149.6135711669922,0.0,0.3858512341976166,1.810487985610962,0.0010339657310396433,0.0010339657310396433,0.8335977792739868,0.8325638175010681,15.920422554016113,10.035717010498047,15.589401245117188,4.813700199127197,0.15999600291252136,2.0557942390441895,-1.164475917816162,-5.122354030609131,-2.8066701889038086,-2.3892922401428223,1.7300466299057007,3.6434266567230225,-1.0803570747375488,-7.192313194274902,0.07492109388113022,0.7118682861328125,2.789637804031372,0.4806068539619446,-2.661792516708374,-1.2446000576019287,2.2961535453796387,4.044790267944336,2.21140456199646,6.039146423339844,1079.9454345703125,0.0789729654788971,611.4465942382812,0.45755162835121155,-193.1269073486328,-0.18100066483020782,2132.353759765625,0.009892198257148266,1456.020751953125,0.7734872698783875,-192.7985382080078,-0.1899298131465912,2942.11328125,0.04874512553215027,929.0501708984375,0.14019180834293365,-192.97201538085938,-0.18501411378383636,3.9054436683654785,1.960818886756897,4.123398303985596,1.2834720611572266,0.0989658311009407,0.1280217468738556,-0.013061420992016792,-0.6022791266441345,1.1841226816177368,0.4750252366065979,-5.568371295928955,-1.9778897762298584,-11.885453224182129,-0.8198995590209961,13.964767456054688,0.6309753656387329,-15.552577018737793,-0.4118078649044037,5.916956424713135,1.8726493120193481,0.10098933428525925,0.055587295442819595,0.4157785475254059,2.0066890716552734,0.6802721619606018,0.04999999701976776,0.029999999329447746,0.9300000071525574,1.0752983093261719,-26.762052536010742
1001_IEO_ANG_HI,1001,anger,42.246089935302734,0.25337329506874084,30.442855834960938,44.84513854980469,54.971065521240234,24.528209686279297,207.14036560058594,112.95193481445312,378.8948974609375,52.41340637207031,0.5374338030815125,1.5482072830200195,0.0010339657310396433,0.0010339657310396433,1.4292649030685425,1.428230881690979,19.478635787963867,5.720419406890869,15.420852661132812,8.967592239379883,0.2663361132144928,1.7505639791488647,-1.4862607717514038,-4.387678146362305,-2.0411221981048584,-4.839847564697266,-2.568833589553833,-3.9820985794067383,-9.554438591003418,-2.0203025341033936,0.04010963812470436,1.1022546291351318,2.044620990753174,0.48978525400161743,-0.26461130380630493,-6.485954284667969,3.911777973175049,3.302708148956299,10.379316329956055,0.7667766809463501,972.5172729492188,0.13852104544639587,1005.45703125,0.14485053718090057,-179.9645233154297,-0.321962833404541,2119.5517578125,0.08286735415458679,776.7421264648438,0.36622339487075806,-175.11114501953125,-0.346934050321579,2975.074462890625,0.06103324517607689,900.0722045898438,0.22859027981758118,-174.40432739257812,-0.3577914237976074,4.064616680145264,1.225631833076477,2.6923792362213135,2.8307130336761475,0.08444500714540482,0.19991186261177063,-0.014216272160410881,-1.227371096611023,1.038367748260498,0.6126015782356262,-0.5598040223121643,-9.089381217956543,-5.447558879852295,-3.2017452716827393,-12.423521041870117,-1.350053310394287,-41.87806701660156,-0.41820767521858215,7.036678314208984,0.3471434712409973,0.10346610099077225,0.05592813342809677,0.5634599328041077,2.341137170791626,2.04081654548645,0.054999999701976776,0.02362907864153385,0.4116666615009308,0.693407416343689,-23.41966438293457
1001_IEO_ANG_LO,1001,anger,40.87628936767578,0.0018823842983692884,40.80073165893555,40.8873176574707,40.94947814941406,0.14874649047851562,0.0,0.0,-0.031397681683301926,0.0,0.4547072947025299,1.916603922843933,0.0010339657310396433,0.0010339657310396433,1.0325865745544434,1.0315525531768799,19.300935745239258,5.500051975250244,14.717991828918457,8.39560317993164,0.20608747005462646,2.078368663787842,-0.7651816010475159,-6.097815990447998,-2.0686426162719727,-3.1380693912506104,-0.3013533055782318,-16.93446922302246,-4.594786643981934,-2.948812246322632,0.08090920001268387,0.47884854674339294,4.310046672821045,0.29022738337516785,-4.347801685333252,-0.13530242443084717,16.081024169921875,0.14608386158943176,3.6025285720825195,0.8606326580047607,1019.1431274414062,0.018300848081707954,958.1790161132812,0.04696071147918701,-196.14598083496094,-0.14794854819774628,2233.821533203125,0.015393310226500034,624.4349365234375,0.1781710535287857,-196.19300842285156,-0.1466578096151352,3014.635009765625,0.035640791058540344,1261.860595703125,0.30701231956481934,-196.18685913085938,-0.14688344299793243,6.378673553466797,0.12663406133651733,-1.8249179124832153,-0.6840141415596008,0.06704006344079971,0.09812971949577332,-0.006866020150482655,-0.4931378960609436,1.065722942352295,0.10288601368665695,0.06931978464126587,32.785072326660156,-6.800093650817871,-1.2064951658248901,3.8048272132873535,1.2405049800872803,-35.23258972167969,-0.04671425372362137,5.734071731567383,1.5228766202926636,0.10012026131153107,0.05735790356993675,0.7725069522857666,2.0066890716552734,0.3401360809803009,0.05999999865889549,0.0,1.4249999523162842,1.2649999856948853,-23.974336624145508
1001_IEO_ANG_MD,1001,anger,46.21030807495117,0.21568064391613007,39.53418731689453,44.64038848876953,55.14221954345703,15.6080322265625,374.7889404296875,39.16587829589844,204.8350372314453,38.468353271484375,0.6970475912094116,1.196732521057129,0.0010339657310396433,0.3477403223514557,1.532800555229187,1.5317665338516235,20.76166534423828,7.78456974029541,14.231168746948242,5.257752895355225,0.3072746694087982,1.3062385320663452,-0.7876789569854736,-10.687143325805664,-2.2956106662750244,-4.808733940124512,-1.3289672136306763,-7.401031017303467,-8.572832107543945,-2.4873344898223877,0.07396317273378372,1.1553587913513184,2.435560464859009,0.38183867931365967,-1.109526515007019,-2.776787042617798,7.180614471435547,1.893161416053772,4.645442485809326,2.07145357131958,1012.169677734375,0.1272851526737213,950.7705078125,0.1174812912940979,-184.92788696289062,-0.2817702889442444,2127.56640625,0.10321483761072159,1030.7630615234375,0.3881913423538208,-178.48744201660156,-0.330525279045105,2929.960205078125,0.06935670971870422,1034.280517578125,0.2946282923221588,-177.318359375,-0.34218353033065796,8.138689994812012,0.6646683812141418,5.123411655426025,0.6209163665771484,0.07878604531288147,0.2049105018377304,0.0050859516486525536,2.8474347591400146,0.8842438459396362,0.3680676817893982,-0.8115416765213013,-11.773300170898438,-19.41813850402832,-0.37426888942718506,-7.508615493774414,-1.452738642692566,-15.821037292480469,-1.6520847082138062,4.668395519256592,2.4782190322875977,0.09061303734779358,0.039184555411338806,0.506049633026123,3.010033369064331,1.7006803750991821,0.058000002056360245,0.019390719011425972,0.4233333170413971,0.4544471502304077,-22.46551513671875
1001_IEO_HAP_HI,1001,happy,41.27899169921875,0.15062008798122406,36.88786697387695,39.40753936767578,45.28038787841797,8.392520904541016,173.1385040283203,121.98503112792969,122.28860473632812,13.936098098754883,0.7450405359268188,1.4396041631698608,0.0010339657310396433,0.0010339657310396433,1.9087940454483032,1.9077600240707397,32.76573181152344,11.704341888427734,19.69759178161621,6.776489734649658,0.4226159453392029,1.581007957458496,-2.855783462524414,-2.1491189002990723,-5.32116174697876,-2.152261972427368,-5.902101993560791,-2.502840995788574,-8.45502758026123,-2.133854627609253,0.03747820854187012,1.2585254907608032,1.65496027469635,0.3845765292644501,1.5011038780212402,1.4705051183700562,-2.8808085918426514,-3.3299927711486816,0.20875759422779083,65.7357177734375,1049.3245849609375,0.0628579631447792,860.9183959960938,0.25145646929740906,-159.79937744140625,-0.5193566679954529,2159.699951171875,0.047092873603105545,935.77783203125,0.15189065039157867,-158.05662536621094,-0.5217998027801514,2945.05859375,0.0345236174762249,1085.6688232421875,0.41259413957595825,-157.68365478515625,-0.5270395874977112,6.630066394805908,0.6691919565200806,3.776007652282715,1.5818212032318115,0.09764470160007477,0.14681513607501984,-0.0008856176864355803,-15.16016960144043,1.4259551763534546,0.4063777029514313,-5.05339241027832,-0.8769394159317017,-20.43825912475586,-0.7011011838912964,-14.838297843933105,-1.3450462818145752,-26.52893829345703,-0.8348299860954285,7.4542341232299805,-0.1322178989648819,0.10549987107515335,0.06004241853952408,0.8091300129890442,2.6755852699279785,1.3605443239212036,0.14000000059604645,0.08031188696622849,0.574999988079071,0.840074360370636,-20.19988441467285
1001_IEO_HAP_LO,1001,happy,42.06715774536133,0.0007910323329269886,42.03777313232422,42.06632614135742,42.09621047973633,0.058437347412109375,0.0,0.0,-0.02118396759033203,0.0,0.31363654136657715,1.978397250175476,0.0010339657310396433,0.0010339657310396433,0.7681076526641846,0.7670736908912659,11.758627891540527,5.537156581878662,14.570854187011719,7.261089324951172,0.12717807292938232,2.1925785541534424,-1.1765750646591187,-4.043288230895996,-1.801645040512085,-3.602619171142578,0.670002281665802,10.335988998413086,-4.549395561218262,-2.9252853393554688,0.08881846070289612,0.14245831966400146,4.5609259605407715,0.07606195658445358,-7.108867645263672,-0.14896303415298462,18.691843032836914,0.1264561414718628,5.678204536437988,0.12244020402431488,1005.33837890625,0.015356476418673992,841.674072265625,0.10027045011520386,-198.33753967285156,-0.10066655278205872,2182.43505859375,0.012318708002567291,602.9542236328125,0.19424742460250854,-198.26454162597656,-0.10329969227313995,3014.15625,0.027135320007801056,1037.7977294921875,0.23011039197444916,-198.15997314453125,-0.10745106637477875,8.62777328491211,0.08052898943424225,-2.1907598972320557,-1.213940978050232,0.07223638147115707,0.0214633010327816,-0.004843029193580151,-0.37758222222328186,1.2695735692977905,0.19678851962089539,-0.024649858474731445,-56.710330963134766,-10.751870155334473,-0.3416830897331238,6.540935039520264,0.10703951865434647,-45.301151275634766,-0.01706504076719284,7.1637067794799805,-0.34589117765426636,0.1014043465256691,0.058151427656412125,0.45187729597091675,1.3377926349639893,0.3401360809803009,0.029999999329447746,0.0,1.4399999380111694,1.209999918937683,-27.654951095581055
1001_IEO_HAP_MD,1001,happy,40.85297775268555,0.09286212921142578,38.33526611328125,41.37797927856445,44.877071380615234,6.541805267333984,106.37191009521484,0.0,-100.01640319824219,140.3805694580078,0.39018577337265015,1.9403667449951172,0.0010339657310396433,0.0010339657310396433,0.9114775657653809,0.9104436039924622,13.446821212768555,4.4189934730529785,18.778074264526367,6.400667190551758,0.1827327460050583,2.1208744049072266,-1.4720991849899292,-3.8148179054260254,-2.3229877948760986,-3.4945549964904785,-1.005129337310791,-7.493777275085449,-4.237430572509766,-3.087831974029541,0.07124648243188858,0.8813801407814026,3.451094388961792,0.39990007877349854,-1.5360552072525024,-1.1395105123519897,7.5048828125,2.5019757747650146,6.4776740074157715,0.7798958420753479,996.0386352539062,0.0399702712893486,877.9012451171875,0.13441035151481628,-190.80123901367188,-0.22717469930648804,2165.591064453125,0.0313560850918293,733.6954345703125,0.21005745232105255,-189.78506469726562,-0.23164498805999756,2907.190185546875,0.0380086712539196,1098.4140625,0.30759963393211365,-189.49647521972656,-0.23784661293029785,3.8423264026641846,0.7154515981674194,5.596738338470459,0.5811048746109009,0.09806137531995773,0.1162763461470604,-0.019841577857732773,-0.570701539516449,1.2991478443145752,0.2784368097782135,-4.098998069763184,-1.058528184890747,-11.539789199829102,-0.5396525859832764,-16.108325958251953,-0.7925572395324707,-47.9832878112793,-0.14013488590717316,8.15792465209961,0.2445005476474762,0.1053512766957283,0.06148776412010193,0.583171546459198,1.3377926349639893,0.6802721619606018,0.07000000029802322,0.009999999776482582,0.9166666269302368,1.006456971168518,-24.85307502746582
1001_IEO_NEU_XX,1001,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46663588285446167,1.3648475408554077,0.0010339657310396433,0.29828736186027527,1.0706760883331299,1.0696420669555664,12.623481750488281,6.171488285064697,14.950177192687988,9.97206974029541,0.17043530941009521,1.6593043804168701,-2.157196283340454,-2.542226552963257,1.9022870063781738,3.926438331604004,1.975908637046814,2.9624640941619873,-0.3704878091812134,-35.17656326293945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6586766242980957,3.9201879501342773,0.07563576102256775,0.03861173242330551,0.31855309009552,2.0066890716552734,0.0,0.0,0.0,2.929999828338623,0.0,-26.05401611328125
